"userID","Visit_Date","Visit.Hour","Total_Bill","Rpayment","address","city","state","country","zip","rating","food_rating","service_rating","southindian","southindian_QTY","southindian_UnitPrice","starter","starter_QTY","starter_UnitPrice","Sabji","Sabji_QTY","Sabji_UnitPrice","Bread","Bread_QTY","Bread_UnitPrice","Rice","Rice_QTY","Rice_UnitPrice","Sweet","Sweet_QTY","Sweet_UnitPrice"
"U1108","13-12-17",10,1750,"cash","Deccan","Pune","Maharashtra","India",411788,5,5,5,"idli",2,60,"Masala Papad",3,40,"Beef Vindaloo",1,420,"Tandoor Roti",3,30,"Mutton Biryani",2,400,"Kulfi",4,50
"U1034","25-08-17",9,2205,"cash","Shivajinagar","Pune","Maharashtra","India",411256,1,1,5,"wada",4,45,"Chaat Papri",1,50,"Butter Chicken",2,340,"Chapati",1,20,"Mutton Biryani",3,400,"Ice Cream",1,75
"U1095","17-04-17",14,1960,"cash","Koregaon Park","Pune","Maharashtra","India",411945,4,2,4,"dosa",3,70,"Chaat Papri",4,50,"Paneer Butter Masala",4,190,"Aaloo paratha",1,70,"Mutton Biryani",1,400,"Cham-Cham",4,80
"U1007","03-05-17",22,3830,"cash","Kharadi","Pune","Maharashtra","India",411068,3,2,3,"dosa",1,70,"Chili Chicken",2,260,"Beef Vindaloo",4,420,"Aaloo paratha",1,70,"Chicken Biriyani",4,360,"Kulfi",1,50
"U1091","25-08-17",20,1650,"cash","Anandnagar","Pune","Maharashtra","India",411885,2,1,3,"Dhokla",2,50,"Veg Kabab",2,270,"Butter Chicken",2,340,"Tandoor Roti",4,30,"Steam Rice",1,160,"Kulfi",1,50
"U1019","13-05-17",23,2370,"cash","Katraj","Pune","Maharashtra","India",411451,3,4,5,"idli",2,60,"Masala Papad",3,40,"Paneer Butter Masala",1,190,"Chapati",3,20,"Mutton Biryani",4,400,"Gulab Jamun",4,70
"U1061","07-05-17",12,2380,"cash","Bibwewadi","Pune","Maharashtra","India",411127,4,5,2,"Dhokla",4,50,"Chaat Papri",2,50,"Paneer Butter Masala",4,190,"Chapati",4,20,"Veg Biryani",4,280,"Barfi",2,60
"U1112","23-06-17",11,2305,"cash","Swargate","Pune","Maharashtra","India",411710,4,1,3,"wada",3,45,"Veg Kabab",3,270,"Paneer Butter Masala",1,190,"Aaloo paratha",3,70,"Steam Rice",3,160,"Carrot Halwa",4,120
"U1096","20-04-17",12,1460,"cash","Kothrud","Pune","Maharashtra","India",411681,3,1,1,"dosa",1,70,"Chili Chicken",2,260,"Chana Masala",3,130,"Chapati",2,20,"Veg Biryani",1,280,"Cham-Cham",2,80
"U1097","01-04-17",15,3330,"cash","Ganeshkhind","Pune","Maharashtra","India",411373,2,2,3,"wada",2,45,"chicken Kabab",3,320,"Beef Vindaloo",1,420,"Chapati",3,20,"Mutton Biryani",4,400,"Kulfi",4,50
"U1108","26-07-17",9,2180,"cash","Baner","Pune","Maharashtra","India",411147,5,3,5,"paratha",4,70,"Chaat Papri",3,50,"Butter Chicken",1,340,"Butter Naan",4,40,"Mutton Biryani",3,400,"Kulfi",1,50
"U1034","07-06-17",10,2670,"cash","Balewadi","Pune","Maharashtra","India",411050,4,5,3,"dosa",4,70,"Veg Kabab",3,270,"Butter Chicken",2,340,"Tandoor Roti",2,30,"Steam Rice",4,160,"Kulfi",4,50
"U1095","06-11-17",14,1790,"cash","Swargate","Pune","Maharashtra","India",411876,5,5,2,"paratha",1,70,"Chili Chicken",3,260,"Dal Makhani",4,125,"Aaloo paratha",1,70,"Steam Rice",2,160,"Kulfi",1,50
"U1007","20-01-17",19,3370,"cash","Wagholi","Pune","Maharashtra","India",411785,2,4,4,"idli",3,60,"Veg Kabab",3,270,"Chicken Tikka",4,360,"Butter Naan",2,40,"Veg Biryani",2,280,"Ice Cream",4,75
"U1091","14-08-17",21,2200,"cash","Kothrud","Pune","Maharashtra","India",411094,2,2,5,"idli",1,60,"Veg Kabab",4,270,"Alu Matar",2,145,"Tandoor Roti",3,30,"Mutton Biryani",1,400,"Gulab Jamun",4,70
"U1019","02-02-17",19,2890,"cash","Aundh","Pune","Maharashtra","India",411625,2,2,4,"dosa",1,70,"Veg Kabab",4,270,"Alu Gobi",3,140,"Tandoor Roti",2,30,"Chicken Biriyani",3,360,"Barfi",3,60
"U1061","10-02-17",15,1320,"cash","Khadki","Pune","Maharashtra","India",411265,4,4,1,"dosa",1,70,"Chili Chicken",2,260,"Chana Masala",1,130,"Butter Naan",1,40,"Veg Biryani",1,280,"Gulab Jamun",4,70
"U1112","15-10-17",21,820,"cash","Bibwewadi","Pune","Maharashtra","India",411847,4,4,5,"Dhokla",1,50,"Chaat Papri",1,50,"Alu Gobi",1,140,"Tandoor Roti",2,30,"Mutton Biryani",1,400,"Barfi",2,60
"U1096","20-09-17",19,3185,"cash","Katraj","Pune","Maharashtra","India",411243,5,5,4,"wada",1,45,"Chicken 65",3,240,"Chicken Tikka",2,360,"Chapati",1,20,"Chicken Biriyani",4,360,"Carrot Halwa",2,120
"U1097","21-03-17",13,3390,"cash","Bavdhan","Pune","Maharashtra","India",411203,1,5,4,"paratha",3,70,"Masala Papad",1,40,"Beef Vindaloo",4,420,"Chapati",4,20,"Mutton Biryani",3,400,"Barfi",3,60
"U1108","05-12-17",11,2920,"cash","Wadgaon Sheri","Pune","Maharashtra","India",411582,5,1,2,"idli",1,60,"Masala Papad",3,40,"Beef Vindaloo",2,420,"Aaloo paratha",2,70,"Chicken Biriyani",4,360,"Kheer",4,80
"U1034","22-01-17",10,1530,"cash","Chandan Nagar","Pune","Maharashtra","India",411165,1,2,4,"dosa",4,70,"Chaat Papri",2,50,"Paneer Butter Masala",2,190,"Tandoor Roti",4,30,"Pulao",3,190,"Kheer",1,80
"U1095","01-11-17",23,3125,"cash","Koregaon Park","Pune","Maharashtra","India",411774,5,2,2,"Dhokla",1,50,"chicken Kabab",4,320,"Chicken Tikka",3,360,"Butter Naan",4,40,"Steam Rice",3,160,"Ice Cream",1,75
"U1007","23-03-17",16,2120,"cash","Bibwewadi","Pune","Maharashtra","India",411495,5,3,5,"dosa",4,70,"chicken Kabab",1,320,"Chana Masala",4,130,"Chapati",2,20,"Veg Biryani",3,280,"Carrot Halwa",1,120
"U1091","04-05-17",16,2620,"cash","Hadapsar","Pune","Maharashtra","India",411480,3,3,5,"wada",2,45,"Chaat Papri",4,50,"Chana Masala",4,130,"Chapati",3,20,"Mutton Biryani",4,400,"Ice Cream",2,75
"U1019","28-09-17",14,3010,"cash","Parvati Hill","Pune","Maharashtra","India",411358,5,2,1,"idli",3,60,"Chaat Papri",3,50,"Butter Chicken",4,340,"Tandoor Roti",4,30,"Chicken Biriyani",3,360,"Carrot Halwa",1,120
"U1061","30-10-17",22,1740,"cash","Bavdhan","Pune","Maharashtra","India",411832,4,3,3,"dosa",4,70,"Chaat Papri",1,50,"Alu Matar",4,145,"Aaloo paratha",1,70,"Steam Rice",4,160,"Barfi",2,60
"U1112","12-03-17",14,2235,"cash","Swargate","Pune","Maharashtra","India",411498,1,4,4,"dosa",3,70,"Chili Chicken",2,260,"Alu Matar",3,145,"Butter Naan",4,40,"Pulao",4,190,"Ice Cream",2,75
"U1096","11-01-17",21,2310,"cash","Wadgaon Sheri","Pune","Maharashtra","India",411071,5,1,1,"Dhokla",1,50,"Chili Chicken",3,260,"Butter Chicken",2,340,"Aaloo paratha",4,70,"Steam Rice",2,160,"Kulfi",4,50
"U1097","25-06-17",14,2110,"cash","Ganeshkhind","Pune","Maharashtra","India",411646,2,2,4,"idli",2,60,"Chicken 65",3,240,"Paneer Butter Masala",4,190,"Chapati",3,20,"Mutton Biryani",1,400,"Kulfi",1,50
"U1108","27-04-17",14,1900,"cash","Kothrud","Pune","Maharashtra","India",411161,4,1,1,"paratha",2,70,"chicken Kabab",2,320,"Paneer Butter Masala",2,190,"Chapati",4,20,"Pulao",2,190,"Gulab Jamun",4,70
"U1034","09-12-17",19,2320,"cash","Bund Garden","Pune","Maharashtra","India",411734,3,5,2,"wada",4,45,"Veg Kabab",1,270,"Butter Chicken",3,340,"Aaloo paratha",2,70,"Pulao",3,190,"Gulab Jamun",2,70
"U1095","07-11-17",22,2800,"cash","Deccan","Pune","Maharashtra","India",411869,1,4,5,"dosa",3,70,"Chicken 65",3,240,"Chana Masala",3,130,"Butter Naan",3,40,"Veg Biryani",4,280,"Barfi",4,60
"U1007","03-11-17",22,1000,"cash","Hadapsar","Pune","Maharashtra","India",411008,4,3,1,"dosa",1,70,"Masala Papad",3,40,"Butter Chicken",1,340,"Butter Naan",4,40,"Steam Rice",1,160,"Ice Cream",2,75
"U1091","28-06-17",11,1555,"cash","Shivajinagar","Pune","Maharashtra","India",411963,4,1,1,"wada",1,45,"Chaat Papri",3,50,"Paneer Butter Masala",3,190,"Chapati",4,20,"Steam Rice",4,160,"Gulab Jamun",1,70
"U1019","01-09-17",19,2135,"cash","Koregaon Park","Pune","Maharashtra","India",411150,3,2,4,"Dhokla",2,50,"Veg Kabab",2,270,"Dal Makhani",3,125,"Aaloo paratha",1,70,"Pulao",3,190,"Carrot Halwa",4,120
"U1061","12-05-17",19,2530,"cash","Aundh","Pune","Maharashtra","India",411947,4,4,2,"idli",1,60,"Chili Chicken",2,260,"Paneer Butter Masala",4,190,"Tandoor Roti",1,30,"Veg Biryani",3,280,"Kheer",4,80
"U1112","20-10-17",14,1235,"cash","Khadki","Pune","Maharashtra","India",411156,1,1,3,"paratha",1,70,"chicken Kabab",1,320,"Dal Makhani",3,125,"Butter Naan",2,40,"Steam Rice",2,160,"Gulab Jamun",1,70
"U1096","15-08-17",9,1270,"cash","Handewadi","Pune","Maharashtra","India",411923,1,3,5,"paratha",3,70,"Masala Papad",1,40,"Paneer Butter Masala",1,190,"Butter Naan",4,40,"Pulao",1,190,"Carrot Halwa",4,120
"U1097","25-09-17",20,1630,"cash","Bibwewadi","Pune","Maharashtra","India",411883,1,1,2,"dosa",2,70,"Chili Chicken",1,260,"Chicken Tikka",2,360,"Aaloo paratha",1,70,"Veg Biryani",1,280,"Kheer",2,80
"U1108","10-01-17",14,1640,"VISA","Kothrud","Pune","Maharashtra","India",411164,2,5,3,"idli",1,60,"Chili Chicken",2,260,"Chana Masala",4,130,"Butter Naan",1,40,"Pulao",2,190,"Carrot Halwa",1,120
"U1034","13-12-17",10,2220,"VISA","Bibwewadi","Pune","Maharashtra","India",411785,5,4,3,"wada",3,45,"Chili Chicken",4,260,"Paneer Butter Masala",3,190,"Tandoor Roti",3,30,"Steam Rice",1,160,"Ice Cream",3,75
"U1095","02-01-17",15,1785,"VISA","Kharadi","Pune","Maharashtra","India",411827,5,4,4,"idli",1,60,"Veg Kabab",2,270,"Alu Matar",3,145,"Tandoor Roti",4,30,"Steam Rice",3,160,"Kulfi",3,50
"U1007","12-02-17",15,1345,"VISA","Aundh","Pune","Maharashtra","India",411867,5,3,4,"paratha",4,70,"chicken Kabab",1,320,"Alu Matar",1,145,"Tandoor Roti",1,30,"Chicken Biriyani",1,360,"Gulab Jamun",3,70
"U1091","26-02-17",16,3160,"VISA","Anandnagar","Pune","Maharashtra","India",411121,5,3,3,"dosa",2,70,"Chicken 65",3,240,"Chicken Tikka",4,360,"Aaloo paratha",2,70,"Pulao",3,190,"Kulfi",3,50
"U1019","12-10-17",7,2420,"VISA","Kharadi","Pune","Maharashtra","India",411001,2,2,5,"paratha",2,70,"chicken Kabab",1,320,"Alu Gobi",4,140,"Chapati",2,20,"Veg Biryani",4,280,"Barfi",4,60
"U1061","12-04-17",22,2935,"VISA","Balewadi","Pune","Maharashtra","India",411349,3,4,3,"wada",3,45,"chicken Kabab",3,320,"Chicken Tikka",2,360,"Butter Naan",2,40,"Pulao",4,190,"Gulab Jamun",4,70
"U1112","23-05-17",15,2740,"VISA","Shivajinagar","Pune","Maharashtra","India",411712,3,4,1,"dosa",3,70,"chicken Kabab",3,320,"Chana Masala",4,130,"Aaloo paratha",3,70,"Pulao",4,190,"Kheer",1,80
"U1096","20-10-17",19,2430,"VISA","Shivajinagar","Pune","Maharashtra","India",411200,4,3,3,"wada",4,45,"Masala Papad",3,40,"Beef Vindaloo",1,420,"Tandoor Roti",1,30,"Mutton Biryani",4,400,"Kheer",1,80
"U1097","24-06-17",21,2010,"VISA","Wadgaon Sheri","Pune","Maharashtra","India",411460,5,3,1,"wada",3,45,"Chili Chicken",2,260,"Dal Makhani",3,125,"Aaloo paratha",2,70,"Pulao",4,190,"Kheer",1,80
"U1108","18-08-17",8,3280,"VISA","Shivajinagar","Pune","Maharashtra","India",411396,5,4,1,"dosa",4,70,"Chicken 65",4,240,"Paneer Butter Masala",4,190,"Tandoor Roti",4,30,"Mutton Biryani",2,400,"Carrot Halwa",3,120
"U1034","26-12-17",8,1590,"VISA","Shivajinagar","Pune","Maharashtra","India",411664,3,3,5,"dosa",2,70,"Chicken 65",2,240,"Butter Chicken",1,340,"Butter Naan",1,40,"Pulao",2,190,"Gulab Jamun",3,70
"U1095","27-09-17",14,1340,"VISA","Wadgaon Sheri","Pune","Maharashtra","India",411224,5,1,3,"idli",1,60,"chicken Kabab",1,320,"Paneer Butter Masala",2,190,"Aaloo paratha",1,70,"Pulao",1,190,"Cham-Cham",4,80
"U1007","22-03-17",17,1820,"VISA","Chandan Nagar","Pune","Maharashtra","India",411436,2,5,1,"wada",4,45,"Chicken 65",2,240,"Chicken Tikka",1,360,"Butter Naan",4,40,"Mutton Biryani",1,400,"Carrot Halwa",2,120
"U1091","26-10-17",21,2080,"VISA","Pashan","Pune","Maharashtra","India",411419,1,5,2,"dosa",1,70,"Veg Kabab",3,270,"Chana Masala",3,130,"Aaloo paratha",4,70,"Pulao",2,190,"Kulfi",3,50
"U1019","11-08-17",11,1920,"VISA","Baner","Pune","Maharashtra","India",411823,2,5,4,"dosa",4,70,"chicken Kabab",1,320,"Chana Masala",3,130,"Tandoor Roti",1,30,"Veg Biryani",3,280,"Barfi",1,60
"U1061","23-12-17",12,2420,"VISA","Swargate","Pune","Maharashtra","India",411994,5,3,2,"Dhokla",2,50,"chicken Kabab",2,320,"Chicken Tikka",2,360,"Tandoor Roti",4,30,"Pulao",4,190,"Cham-Cham",1,80
"U1112","29-01-17",10,2070,"VISA","Chandan Nagar","Pune","Maharashtra","India",411501,4,2,5,"idli",4,60,"Veg Kabab",1,270,"Alu Gobi",4,140,"Chapati",2,20,"Veg Biryani",3,280,"Barfi",2,60
"U1096","10-12-17",23,1480,"VISA","Pashan","Pune","Maharashtra","India",411648,2,1,3,"paratha",2,70,"Veg Kabab",1,270,"Alu Gobi",2,140,"Butter Naan",4,40,"Steam Rice",3,160,"Ice Cream",2,75
"U1097","02-11-17",10,1420,"VISA","Koregaon Park","Pune","Maharashtra","India",411562,5,4,5,"idli",4,60,"Masala Papad",4,40,"Chana Masala",2,130,"Tandoor Roti",2,30,"Mutton Biryani",1,400,"Ice Cream",4,75
"U1108","06-06-17",11,3140,"VISA","Ganeshkhind","Pune","Maharashtra","India",411629,2,2,3,"Dhokla",4,50,"Chili Chicken",3,260,"Alu Gobi",4,140,"Chapati",2,20,"Chicken Biriyani",4,360,"Carrot Halwa",1,120
"U1034","22-03-17",12,1945,"VISA","Parvati Hill","Pune","Maharashtra","India",411941,4,1,3,"dosa",1,70,"Chili Chicken",2,260,"Beef Vindaloo",2,420,"Tandoor Roti",4,30,"Steam Rice",2,160,"Ice Cream",1,75
"U1095","08-10-17",17,2000,"VISA","Parvati Hill","Pune","Maharashtra","India",411062,3,3,3,"Dhokla",2,50,"Chili Chicken",4,260,"Chana Masala",2,130,"Butter Naan",3,40,"Steam Rice",2,160,"Kheer",2,80
"U1007","06-05-17",21,2460,"VISA","Dattawadi","Pune","Maharashtra","India",411105,1,4,2,"dosa",2,70,"chicken Kabab",1,320,"Chicken Tikka",3,360,"Butter Naan",2,40,"Chicken Biriyani",2,360,"Carrot Halwa",1,120
"U1091","02-09-17",20,2620,"VISA","Koregaon Park","Pune","Maharashtra","India",411826,1,1,4,"idli",1,60,"Veg Kabab",2,270,"Butter Chicken",4,340,"Tandoor Roti",2,30,"Chicken Biriyani",1,360,"Kheer",3,80
"U1019","31-12-17",16,3320,"VISA","Ganeshkhind","Pune","Maharashtra","India",411263,4,3,2,"Dhokla",1,50,"chicken Kabab",3,320,"Beef Vindaloo",3,420,"Aaloo paratha",3,70,"Chicken Biriyani",2,360,"Carrot Halwa",1,120
"U1061","04-02-17",18,2550,"VISA","Bavdhan","Pune","Maharashtra","India",411372,3,5,2,"idli",3,60,"chicken Kabab",4,320,"Dal Makhani",2,125,"Butter Naan",3,40,"Mutton Biryani",1,400,"Kheer",4,80
"U1112","22-01-17",8,2170,"VISA","Bavdhan","Pune","Maharashtra","India",411110,1,3,4,"wada",2,45,"Veg Kabab",3,270,"Alu Gobi",4,140,"Tandoor Roti",1,30,"Mutton Biryani",1,400,"Gulab Jamun",4,70
"U1096","17-12-17",7,2375,"VISA","Deccan","Pune","Maharashtra","India",411183,5,4,4,"wada",1,45,"Chili Chicken",2,260,"Chana Masala",3,130,"Aaloo paratha",2,70,"Mutton Biryani",3,400,"Cham-Cham",1,80
"U1097","11-08-17",13,2740,"VISA","Kharadi","Pune","Maharashtra","India",411945,4,4,2,"dosa",4,70,"Masala Papad",2,40,"Beef Vindaloo",4,420,"Butter Naan",1,40,"Pulao",2,190,"Gulab Jamun",4,70
"U1108","17-09-17",14,1910,"VISA","Parvati Hill","Pune","Maharashtra","India",411900,2,2,1,"dosa",3,70,"Veg Kabab",1,270,"Paneer Butter Masala",4,190,"Aaloo paratha",4,70,"Steam Rice",2,160,"Gulab Jamun",1,70
"U1034","09-08-17",12,1370,"VISA","Shivajinagar","Pune","Maharashtra","India",411519,5,3,3,"dosa",1,70,"Chicken 65",2,240,"Alu Matar",2,145,"Aaloo paratha",3,70,"Steam Rice",1,160,"Cham-Cham",2,80
"U1095","26-07-17",8,2420,"VISA","Baner","Pune","Maharashtra","India",411872,3,3,4,"idli",3,60,"Masala Papad",1,40,"Butter Chicken",4,340,"Aaloo paratha",4,70,"Steam Rice",3,160,"Cham-Cham",1,80
"U1007","29-03-17",9,2420,"VISA","Aundh","Pune","Maharashtra","India",411258,2,4,3,"dosa",3,70,"Chili Chicken",1,260,"Alu Gobi",2,140,"Butter Naan",2,40,"Chicken Biriyani",4,360,"Ice Cream",2,75
"U1091","27-06-17",8,2030,"VISA","Handewadi","Pune","Maharashtra","India",411890,2,5,4,"dosa",2,70,"Chaat Papri",1,50,"Paneer Butter Masala",2,190,"Butter Naan",2,40,"Chicken Biriyani",3,360,"Ice Cream",4,75
"U1019","13-11-17",11,2605,"VISA","Swargate","Pune","Maharashtra","India",411906,3,4,5,"idli",4,60,"Chaat Papri",2,50,"Alu Matar",3,145,"Chapati",4,20,"Mutton Biryani",4,400,"Ice Cream",2,75
"U1061","31-08-17",7,1650,"VISA","Shivajinagar","Pune","Maharashtra","India",411555,1,3,3,"idli",2,60,"Chaat Papri",2,50,"Butter Chicken",2,340,"Aaloo paratha",4,70,"Mutton Biryani",1,400,"Gulab Jamun",1,70
"U1112","06-08-17",14,2780,"VISA","Hadapsar","Pune","Maharashtra","India",411261,1,5,3,"paratha",4,70,"Masala Papad",4,40,"Chicken Tikka",4,360,"Butter Naan",1,40,"Chicken Biriyani",2,360,"Gulab Jamun",2,70
"U1096","23-08-17",13,3760,"VISA","Anandnagar","Pune","Maharashtra","India",411611,5,4,5,"idli",4,60,"chicken Kabab",4,320,"Butter Chicken",2,340,"Chapati",1,20,"Chicken Biriyani",4,360,"Kulfi",2,50
"U1097","24-08-17",14,1060,"VISA","Deccan","Pune","Maharashtra","India",411966,1,3,4,"idli",1,60,"Masala Papad",3,40,"Alu Gobi",1,140,"Aaloo paratha",3,70,"Steam Rice",2,160,"Gulab Jamun",3,70
"U1108","18-03-17",13,3720,"VISA","Balewadi","Pune","Maharashtra","India",411703,5,5,3,"dosa",4,70,"Chili Chicken",4,260,"Alu Gobi",4,140,"Tandoor Roti",1,30,"Mutton Biryani",4,400,"Gulab Jamun",3,70
"U1034","30-03-17",16,2790,"VISA","Katraj","Pune","Maharashtra","India",411472,1,3,1,"paratha",4,70,"Chili Chicken",4,260,"Paneer Butter Masala",3,190,"Butter Naan",2,40,"Steam Rice",4,160,"Barfi",3,60
"U1095","04-06-17",23,2870,"VISA","Wagholi","Pune","Maharashtra","India",411657,4,3,1,"Dhokla",1,50,"Chili Chicken",1,260,"Beef Vindaloo",3,420,"Chapati",1,20,"Chicken Biriyani",3,360,"Kulfi",4,50
"U1007","15-07-17",8,2380,"VISA","Swargate","Pune","Maharashtra","India",411546,4,2,5,"idli",3,60,"Chaat Papri",2,50,"Beef Vindaloo",4,420,"Butter Naan",3,40,"Steam Rice",1,160,"Gulab Jamun",2,70
"U1091","17-05-17",21,2535,"VISA","Balewadi","Pune","Maharashtra","India",411058,1,4,5,"paratha",4,70,"Veg Kabab",3,270,"Alu Gobi",4,140,"Tandoor Roti",3,30,"Chicken Biriyani",2,360,"Ice Cream",1,75
"U1019","06-01-17",15,2490,"VISA","Balewadi","Pune","Maharashtra","India",411112,4,3,2,"Dhokla",2,50,"chicken Kabab",3,320,"Alu Matar",4,145,"Aaloo paratha",2,70,"Steam Rice",4,160,"Gulab Jamun",1,70
"U1061","07-01-17",17,1180,"VISA","Kharadi","Pune","Maharashtra","India",411980,4,4,2,"idli",3,60,"Chaat Papri",3,50,"Chana Masala",1,130,"Aaloo paratha",4,70,"Veg Biryani",1,280,"Kheer",2,80
"U1112","30-10-17",14,1360,"VISA","Dattawadi","Pune","Maharashtra","India",411296,1,3,1,"idli",3,60,"Chaat Papri",1,50,"Alu Gobi",3,140,"Aaloo paratha",4,70,"Pulao",2,190,"Kulfi",1,50
"U1096","18-09-17",8,1770,"VISA","Yerwada","Pune","Maharashtra","India",411900,1,2,3,"idli",3,60,"Chicken 65",2,240,"Dal Makhani",4,125,"Tandoor Roti",3,30,"Steam Rice",1,160,"Carrot Halwa",3,120
"U1097","19-03-17",8,2485,"VISA","Bavdhan","Pune","Maharashtra","India",411189,2,2,2,"idli",1,60,"Chaat Papri",1,50,"Dal Makhani",3,125,"Tandoor Roti",4,30,"Mutton Biryani",4,400,"Gulab Jamun",4,70
"U1108","18-01-17",8,1650,"VISA","Bund Garden","Pune","Maharashtra","India",411719,4,3,5,"idli",4,60,"Masala Papad",4,40,"Dal Makhani",2,125,"Butter Naan",1,40,"Mutton Biryani",2,400,"Kheer",2,80
"U1034","02-07-17",22,2310,"VISA","Koregaon Park","Pune","Maharashtra","India",411010,4,4,4,"dosa",1,70,"Chili Chicken",3,260,"Dal Makhani",4,125,"Butter Naan",1,40,"Steam Rice",4,160,"Gulab Jamun",4,70
"U1095","15-05-17",13,2530,"VISA","Shivajinagar","Pune","Maharashtra","India",411812,5,3,5,"paratha",3,70,"Chaat Papri",2,50,"Alu Matar",4,145,"Aaloo paratha",4,70,"Veg Biryani",4,280,"Barfi",4,60
"U1007","08-03-17",18,1630,"VISA","Koregaon Park","Pune","Maharashtra","India",411547,2,4,5,"paratha",1,70,"Masala Papad",3,40,"Chicken Tikka",2,360,"Butter Naan",1,40,"Steam Rice",2,160,"Carrot Halwa",3,120
"U1091","03-01-17",17,2140,"VISA","Ganeshkhind","Pune","Maharashtra","India",411095,2,2,1,"idli",3,60,"Veg Kabab",1,270,"Paneer Butter Masala",4,190,"Chapati",1,20,"Pulao",4,190,"Ice Cream",2,75
"U1019","08-06-17",18,1310,"VISA","Khadki","Pune","Maharashtra","India",411753,3,5,1,"wada",1,45,"Chaat Papri",1,50,"Chana Masala",3,130,"Butter Naan",3,40,"Steam Rice",3,160,"Ice Cream",3,75
"U1061","23-05-17",18,3340,"VISA","Koregaon Park","Pune","Maharashtra","India",411596,5,1,1,"Dhokla",1,50,"Veg Kabab",3,270,"Beef Vindaloo",4,420,"Tandoor Roti",3,30,"Veg Biryani",2,280,"Kulfi",3,50
"U1112","29-09-17",20,2320,"VISA","Anandnagar","Pune","Maharashtra","India",411639,2,2,3,"paratha",2,70,"Veg Kabab",1,270,"Butter Chicken",4,340,"Butter Naan",3,40,"Pulao",2,190,"Kulfi",1,50
"U1096","15-01-17",15,2815,"VISA","Wagholi","Pune","Maharashtra","India",411926,3,4,1,"Dhokla",3,50,"Chili Chicken",4,260,"Beef Vindaloo",2,420,"Butter Naan",2,40,"Steam Rice",3,160,"Ice Cream",3,75
"U1097","07-08-17",16,1620,"VISA","Hadapsar","Pune","Maharashtra","India",411523,4,2,1,"wada",1,45,"chicken Kabab",3,320,"Dal Makhani",1,125,"Butter Naan",3,40,"Pulao",1,190,"Barfi",3,60
"U1108","13-12-17",8,1830,"MasterCard-Eurocard","Balewadi","Pune","Maharashtra","India",411603,2,2,5,"Dhokla",1,50,"Chili Chicken",3,260,"Paneer Butter Masala",2,190,"Tandoor Roti",1,30,"Pulao",2,190,"Gulab Jamun",3,70
"U1034","25-08-17",23,2030,"MasterCard-Eurocard","Pashan","Pune","Maharashtra","India",411787,5,4,1,"idli",1,60,"Chaat Papri",4,50,"Chicken Tikka",2,360,"Butter Naan",4,40,"Veg Biryani",3,280,"Kulfi",1,50
"U1095","17-04-17",19,1690,"MasterCard-Eurocard","Wagholi","Pune","Maharashtra","India",411370,2,3,4,"wada",1,45,"Chili Chicken",2,260,"Dal Makhani",3,125,"Tandoor Roti",1,30,"Pulao",3,190,"Ice Cream",2,75
"U1007","03-05-17",12,1660,"MasterCard-Eurocard","Baner","Pune","Maharashtra","India",411441,2,3,2,"wada",3,45,"Chaat Papri",4,50,"Alu Matar",1,145,"Tandoor Roti",2,30,"Pulao",4,190,"Carrot Halwa",3,120
"U1091","25-08-17",10,1980,"MasterCard-Eurocard","Swargate","Pune","Maharashtra","India",411846,3,4,3,"paratha",4,70,"Chicken 65",1,240,"Chana Masala",2,130,"Chapati",1,20,"Veg Biryani",4,280,"Barfi",1,60
"U1019","13-05-17",10,2250,"MasterCard-Eurocard","Balewadi","Pune","Maharashtra","India",411006,1,1,5,"idli",4,60,"Chaat Papri",2,50,"Beef Vindaloo",2,420,"Chapati",4,20,"Veg Biryani",3,280,"Kulfi",3,50
"U1061","07-05-17",15,1615,"MasterCard-Eurocard","Katraj","Pune","Maharashtra","India",411735,5,2,1,"dosa",4,70,"chicken Kabab",2,320,"Dal Makhani",1,125,"Chapati",3,20,"Chicken Biriyani",1,360,"Ice Cream",2,75
"U1112","23-06-17",23,1880,"MasterCard-Eurocard","Hadapsar","Pune","Maharashtra","India",411078,3,5,1,"idli",2,60,"Chicken 65",3,240,"Chana Masala",4,130,"Chapati",3,20,"Steam Rice",2,160,"Gulab Jamun",2,70
"U1096","20-04-17",12,2245,"MasterCard-Eurocard","Katraj","Pune","Maharashtra","India",411208,2,3,2,"idli",3,60,"Veg Kabab",1,270,"Chicken Tikka",2,360,"Aaloo paratha",4,70,"Chicken Biriyani",2,360,"Ice Cream",1,75
"U1097","01-04-17",18,1790,"MasterCard-Eurocard","Aundh","Pune","Maharashtra","India",411295,5,3,3,"paratha",3,70,"Chili Chicken",2,260,"Butter Chicken",2,340,"Butter Naan",3,40,"Pulao",1,190,"Gulab Jamun",1,70
"U1108","26-07-17",8,2200,"MasterCard-Eurocard","Hadapsar","Pune","Maharashtra","India",411732,4,3,3,"idli",2,60,"Masala Papad",1,40,"Chicken Tikka",4,360,"Chapati",4,20,"Mutton Biryani",1,400,"Barfi",2,60
"U1034","07-06-17",13,3000,"MasterCard-Eurocard","Balewadi","Pune","Maharashtra","India",411466,2,5,1,"dosa",3,70,"Chicken 65",2,240,"Chana Masala",3,130,"Tandoor Roti",4,30,"Mutton Biryani",4,400,"Kulfi",4,50
